roulette_size,generator,number,repeats,correlation,counts
31,lcg,14,,,328
31,lcg,15,,,340
31,lcg,16,,,321
31,lcg,17,,,296
31,lcg,18,,,306
31,lcg,19,,,329
31,lcg,20,,,305
31,lcg,21,,,297
31,lcg,22,,,325
31,lcg,23,,,317
31,lcg,24,,,295
31,lcg,25,,,318
31,lcg,26,,,349
31,lcg,27,,,313
31,lcg,28,,,300
31,lcg,29,,,321
31,lcg,30,,,311
31,lcg,31,,,342
31,xorshift,,336,-0.0079,
31,xorshift,1,,,338
31,xorshift,2,,,317
31,xorshift,3,,,290
31,xorshift,4,,,325
31,xorshift,5,,,333
31,xorshift,6,,,341
31,xorshift,7,,,329
31,xorshift,8,,,352
31,xorshift,9,,,336
31,xorshift,10,,,338
31,xorshift,11,,,314
31,xorshift,12,,,315
31,xorshift,13,,,322
31,xorshift,14,,,290
31,xorshift,15,,,318
31,xorshift,16,,,328
31,xorshift,17,,,336
31,xorshift,18,,,314
31,xorshift,19,,,349
31,xorshift,20,,,320
31,xorshift,21,,,316
31,xorshift,22,,,307
31,xorshift,23,,,323
31,xorshift,24,,,322
31,xorshift,25,,,318
31,xorshift,26,,,338
31,xorshift,27,,,306
31,xorshift,28,,,318
31,xorshift,29,,,340
31,xorshift,30,,,315
31,xorshift,31,,,292
31,mulberry32,,353,-0.0165,
31,mulberry32,1,,,296
31,mulberry32,2,,,339
31,mulberry32,3,,,307
31,mulberry32,4,,,297
31,mulberry32,5,,,343
31,mulberry32,6,,,320
31,mulberry32,7,,,340
31,mulberry32,8,,,312
31,mulberry32,9,,,335
31,mulberry32,10,,,320
31,mulberry32,11,,,320
31,mulberry32,12,,,325
31,mulberry32,13,,,309
31,mulberry32,14,,,328
31,mulberry32,15,,,340
31,mulberry32,16,,,328
31,mulberry32,17,,,302
31,mulberry32,18,,,344
31,mulberry32,19,,,329
31,mulberry32,20,,,337
31,mulberry32,21,,,340
31,mulberry32,22,,,322
31,mulberry32,23,,,327
31,mulberry32,24,,,304
31,mulberry32,25,,,331
31,mulberry32,26,,,286
31,mulberry32,27,,,346
31,mulberry32,28,,,317
31,mulberry32,29,,,331
31,mulberry32,30,,,328
31,mulberry32,31,,,297
32,nativeRandom,,309,0.0001,
32,nativeRandom,1,,,309
32,nativeRandom,2,,,304
32,nativeRandom,3,,,339
32,nativeRandom,4,,,314
32,nativeRandom,5,,,297
32,nativeRandom,6,,,310
32,nativeRandom,7,,,295
32,nativeRandom,8,,,310
32,nativeRandom,9,,,319
32,nativeRandom,10,,,301
32,nativeRandom,11,,,308
32,nativeRandom,12,,,294
32,nativeRandom,13,,,307
32,nativeRandom,14,,,326
32,nativeRandom,15,,,322
32,nativeRandom,16,,,326
32,nativeRandom,17,,,318
32,nativeRandom,18,,,298
32,nativeRandom,19,,,326
32,nativeRandom,20,,,330
32,nativeRandom,21,,,272
32,nativeRandom,22,,,333
32,nativeRandom,23,,,281
32,nativeRandom,24,,,312
32,nativeRandom,25,,,315
32,nativeRandom,26,,,326
32,nativeRandom,27,,,318
32,nativeRandom,28,,,326
32,nativeRandom,29,,,352
32,nativeRandom,30,,,336
32,nativeRandom,31,,,278
32,nativeRandom,32,,,298
32,lcg,,312,-0.0126,
32,lcg,1,,,364
32,lcg,2,,,327
32,lcg,3,,,283
32,lcg,4,,,307
32,lcg,5,,,337
32,lcg,6,,,296
32,lcg,7,,,357
32,lcg,8,,,310
32,lcg,9,,,300
32,lcg,10,,,295
32,lcg,11,,,325
32,lcg,12,,,309
32,lcg,13,,,327
32,lcg,14,,,298
32,lcg,15,,,365
32,lcg,16,,,323
32,lcg,17,,,286
32,lcg,18,,,298
32,lcg,19,,,316
32,lcg,20,,,280
32,lcg,21,,,306
32,lcg,22,,,322
32,lcg,23,,,301
32,lcg,24,,,295
32,lcg,25,,,283
32,lcg,26,,,332
32,lcg,27,,,314
32,lcg,28,,,309
32,lcg,29,,,288
32,lcg,30,,,323
32,lcg,31,,,305
32,lcg,32,,,319
32,xorshift,,308,-0.0211,
32,xorshift,1,,,323
32,xorshift,2,,,305
32,xorshift,3,,,287
32,xorshift,4,,,320
32,xorshift,5,,,303
32,xorshift,6,,,300
32,xorshift,7,,,317
32,xorshift,8,,,340
32,xorshift,9,,,324
32,xorshift,10,,,346
32,xorshift,11,,,297
32,xorshift,12,,,299
32,xorshift,13,,,332
32,xorshift,14,,,312
32,xorshift,15,,,303
32,xorshift,16,,,316
32,xorshift,17,,,288
32,xorshift,18,,,313
32,xorshift,19,,,317
32,xorshift,20,,,277
32,xorshift,21,,,325
32,xorshift,22,,,309
32,xorshift,23,,,295
32,xorshift,24,,,333
32,xorshift,25,,,316
32,xorshift,26,,,327
32,xorshift,27,,,329
32,xorshift,28,,,333
32,xorshift,29,,,280
32,xorshift,30,,,298
32,xorshift,31,,,311
32,xorshift,32,,,325
32,mulberry32,,296,0.0081,
32,mulberry32,1,,,308
32,mulberry32,2,,,313
32,mulberry32,3,,,291
32,mulberry32,4,,,316
32,mulberry32,5,,,339
32,mulberry32,6,,,320
32,mulberry32,7,,,304
32,mulberry32,8,,,329
32,mulberry32,9,,,284
32,mulberry32,10,,,324
32,mulberry32,11,,,293
32,mulberry32,12,,,330
32,mulberry32,13,,,324
32,mulberry32,14,,,305
32,mulberry32,15,,,316
32,mulberry32,16,,,300
32,mulberry32,17,,,309
32,mulberry32,18,,,302
32,mulberry32,19,,,320
32,mulberry32,20,,,308
32,mulberry32,21,,,352
32,mulberry32,22,,,300
32,mulberry32,23,,,313
32,mulberry32,24,,,326
32,mulberry32,25,,,312
32,mulberry32,26,,,327
32,mulberry32,27,,,295
32,mulberry32,28,,,323
32,mulberry32,29,,,279
32,mulberry32,30,,,320
32,mulberry32,31,,,322
32,mulberry32,32,,,296
33,nativeRandom,,277,-0.0075,
33,nativeRandom,1,,,313
33,nativeRandom,2,,,318
33,nativeRandom,3,,,315
33,nativeRandom,4,,,300
33,nativeRandom,5,,,302
33,nativeRandom,6,,,296
33,nativeRandom,7,,,303
33,nativeRandom,8,,,304
33,nativeRandom,9,,,303
33,nativeRandom,10,,,306
33,nativeRandom,11,,,312
33,nativeRandom,12,,,287
33,nativeRandom,13,,,304
33,nativeRandom,14,,,288
33,nativeRandom,15,,,300
33,nativeRandom,16,,,309
33,nativeRandom,17,,,342
33,nativeRandom,18,,,314
33,nativeRandom,19,,,312
33,nativeRandom,20,,,284
33,nativeRandom,21,,,300
33,nativeRandom,22,,,299
33,nativeRandom,23,,,314
33,nativeRandom,24,,,294
33,nativeRandom,25,,,308
33,nativeRandom,26,,,296
33,nativeRandom,27,,,267
33,nativeRandom,28,,,300
33,nativeRandom,29,,,301
33,nativeRandom,30,,,325
33,nativeRandom,31,,,297
33,nativeRandom,32,,,285
33,nativeRandom,33,,,302
33,lcg,,294,-0.0124,
33,lcg,1,,,351
33,lcg,2,,,320
33,lcg,3,,,262
33,lcg,4,,,288
33,lcg,5,,,338
33,lcg,6,,,294
33,lcg,7,,,340
33,lcg,8,,,313
33,lcg,9,,,286
33,lcg,10,,,306
33,lcg,11,,,302
33,lcg,12,,,300
33,lcg,13,,,295
33,lcg,14,,,324
33,lcg,15,,,307
33,lcg,16,,,326
33,lcg,17,,,297
33,lcg,18,,,282
33,lcg,19,,,304
33,lcg,20,,,311
33,lcg,21,,,280
33,lcg,22,,,275
33,lcg,23,,,312
33,lcg,24,,,290
33,lcg,25,,,282
33,lcg,26,,,284
33,lcg,27,,,314
33,lcg,28,,,310
33,lcg,29,,,310
33,lcg,30,,,278
33,lcg,31,,,306
33,lcg,32,,,304
33,lcg,33,,,309
33,xorshift,,300,-0.0092,
33,xorshift,1,,,307
33,xorshift,2,,,295
33,xorshift,3,,,313
33,xorshift,4,,,311
33,xorshift,5,,,309
33,xorshift,6,,,300
33,xorshift,7,,,311
33,xorshift,8,,,284
33,xorshift,9,,,288
33,xorshift,10,,,305
33,xorshift,11,,,339
33,xorshift,12,,,281
33,xorshift,13,,,312
33,xorshift,14,,,334
33,xorshift,15,,,299
33,xorshift,16,,,280
33,xorshift,17,,,294
33,xorshift,18,,,312
33,xorshift,19,,,287
33,xorshift,20,,,312
33,xorshift,21,,,314
33,xorshift,22,,,266
33,xorshift,23,,,322
33,xorshift,24,,,327
33,xorshift,25,,,322
33,xorshift,26,,,299
33,xorshift,27,,,295
33,xorshift,28,,,316
33,xorshift,29,,,292
33,xorshift,30,,,289
33,xorshift,31,,,295
33,xorshift,32,,,308
33,xorshift,33,,,282
33,mulberry32,,310,0.0013,
33,mulberry32,1,,,331
33,mulberry32,2,,,287
33,mulberry32,3,,,280
33,mulberry32,4,,,287
33,mulberry32,5,,,345
33,mulberry32,6,,,280
33,mulberry32,7,,,338
33,mulberry32,8,,,327
33,mulberry32,9,,,280
33,mulberry32,10,,,312
33,mulberry32,11,,,318
33,mulberry32,12,,,312
33,mulberry32,13,,,318
33,mulberry32,14,,,285
33,mulberry32,15,,,326
33,mulberry32,16,,,327
33,mulberry32,17,,,329
33,mulberry32,18,,,312
33,mulberry32,19,,,279
33,mulberry32,20,,,303
33,mulberry32,21,,,296
33,mulberry32,22,,,286
33,mulberry32,23,,,281
33,mulberry32,24,,,328
33,mulberry32,25,,,303
33,mulberry32,26,,,320
33,mulberry32,27,,,294
33,mulberry32,28,,,277
33,mulberry32,29,,,302
33,mulberry32,30,,,293
33,mulberry32,31,,,275
33,mulberry32,32,,,288
33,mulberry32,33,,,281
34,nativeRandom,,303,-0.0017,
34,nativeRandom,1,,,286
34,nativeRandom,2,,,264
34,nativeRandom,3,,,316
34,nativeRandom,4,,,294
34,nativeRandom,5,,,319
34,nativeRandom,6,,,288
34,nativeRandom,7,,,285
34,nativeRandom,8,,,313
34,nativeRandom,9,,,308
34,nativeRandom,10,,,261
34,nativeRandom,11,,,255
34,nativeRandom,12,,,299
34,nativeRandom,13,,,331
34,nativeRandom,14,,,312
34,nativeRandom,15,,,299
34,nativeRandom,16,,,281
34,nativeRandom,17,,,294
34,nativeRandom,18,,,278
34,nativeRandom,19,,,291
34,nativeRandom,20,,,270
34,nativeRandom,21,,,305
34,nativeRandom,22,,,324
34,nativeRandom,23,,,273
34,nativeRandom,24,,,295
34,nativeRandom,25,,,309
34,nativeRandom,26,,,327
34,nativeRandom,27,,,284
34,nativeRandom,28,,,301
34,nativeRandom,29,,,278
34,nativeRandom,30,,,285
34,nativeRandom,31,,,279
34,nativeRandom,32,,,304
34,nativeRandom,33,,,296
34,nativeRandom,34,,,296
34,lcg,,297,-0.0118,
34,lcg,1,,,350
34,lcg,2,,,308
34,lcg,3,,,268
34,lcg,4,,,253
34,lcg,5,,,339
34,lcg,6,,,305
34,lcg,7,,,299
34,lcg,8,,,308
34,lcg,9,,,288
34,lcg,10,,,290
34,lcg,11,,,281
34,lcg,12,,,330
34,lcg,13,,,274
34,lcg,14,,,319
34,lcg,15,,,282
34,lcg,16,,,326
34,lcg,17,,,298
34,lcg,18,,,278
34,lcg,19,,,281
34,lcg,20,,,295
34,lcg,21,,,273
34,lcg,22,,,292
34,lcg,23,,,269
34,lcg,24,,,293
34,lcg,25,,,297
34,lcg,26,,,279
34,lcg,27,,,272
34,lcg,28,,,302
34,lcg,29,,,298
34,lcg,30,,,277
34,lcg,31,,,277
34,lcg,32,,,292
34,lcg,33,,,309
34,lcg,34,,,298
34,xorshift,,314,0.0003,
34,xorshift,1,,,296
34,xorshift,2,,,273
34,xorshift,3,,,284
34,xorshift,4,,,325
34,xorshift,5,,,312
34,xorshift,6,,,306
34,xorshift,7,,,304
34,xorshift,8,,,323
34,xorshift,9,,,288
34,xorshift,10,,,297
34,xorshift,11,,,315
34,xorshift,12,,,246
34,xorshift,13,,,301
34,xorshift,14,,,297
34,xorshift,15,,,278
34,xorshift,16,,,289
34,xorshift,17,,,290
34,xorshift,18,,,305
34,xorshift,19,,,317
34,xorshift,20,,,286
34,xorshift,21,,,306
34,xorshift,22,,,298
34,xorshift,23,,,319
34,xorshift,24,,,298
34,xorshift,25,,,306
34,xorshift,26,,,263
34,xorshift,27,,,295
34,xorshift,28,,,269
34,xorshift,29,,,291
34,xorshift,30,,,277
34,xorshift,31,,,284
34,xorshift,32,,,275
34,xorshift,33,,,307
34,xorshift,34,,,280
34,mulberry32,,286,-0.0056,
34,mulberry32,1,,,310
34,mulberry32,2,,,281
34,mulberry32,3,,,307
34,mulberry32,4,,,281
34,mulberry32,5,,,265
34,mulberry32,6,,,266
34,mulberry32,7,,,291
34,mulberry32,8,,,284
34,mulberry32,9,,,307
34,mulberry32,10,,,299
34,mulberry32,11,,,285
34,mulberry32,12,,,304
34,mulberry32,13,,,319
34,mulberry32,14,,,277
34,mulberry32,15,,,293
34,mulberry32,16,,,274
34,mulberry32,17,,,283
34,mulberry32,18,,,295
34,mulberry32,19,,,281
34,mulberry32,20,,,319
34,mulberry32,21,,,325
34,mulberry32,22,,,295
34,mulberry32,23,,,314
34,mulberry32,24,,,314
34,mulberry32,25,,,308
34,mulberry32,26,,,286
34,mulberry32,27,,,272
34,mulberry32,28,,,284
34,mulberry32,29,,,304
34,mulberry32,30,,,298
34,mulberry32,31,,,310
34,mulberry32,32,,,287
34,mulberry32,33,,,287
34,mulberry32,34,,,295
35,nativeRandom,,266,-0.0009,
35,nativeRandom,1,,,316
35,nativeRandom,2,,,249
35,nativeRandom,3,,,279
35,nativeRandom,4,,,313
35,nativeRandom,5,,,271
35,nativeRandom,6,,,275
35,nativeRandom,7,,,285
35,nativeRandom,8,,,280
35,nativeRandom,9,,,305
35,nativeRandom,10,,,300
35,nativeRandom,11,,,268
35,nativeRandom,12,,,302
35,nativeRandom,13,,,282
35,nativeRandom,14,,,275
35,nativeRandom,15,,,293
35,nativeRandom,16,,,275
35,nativeRandom,17,,,304
35,nativeRandom,18,,,281
35,nativeRandom,19,,,268
35,nativeRandom,20,,,266
35,nativeRandom,21,,,270
35,nativeRandom,22,,,257
35,nativeRandom,23,,,285
35,nativeRandom,24,,,285
35,nativeRandom,25,,,294
35,nativeRandom,26,,,305
35,nativeRandom,27,,,271
35,nativeRandom,28,,,276
35,nativeRandom,29,,,284
35,nativeRandom,30,,,281
35,nativeRandom,31,,,320
35,nativeRandom,32,,,325
35,nativeRandom,33,,,290
35,nativeRandom,34,,,304
35,nativeRandom,35,,,266
35,lcg,,274,-0.0145,
35,lcg,1,,,323
35,lcg,2,,,307
35,lcg,3,,,261
35,lcg,4,,,249
35,lcg,5,,,317
35,lcg,6,,,299
35,lcg,7,,,276
35,lcg,8,,,334
35,lcg,9,,,277
35,lcg,10,,,280
35,lcg,11,,,283
35,lcg,12,,,304
35,lcg,13,,,269
35,lcg,14,,,306
35,lcg,15,,,281
35,lcg,16,,,311
35,lcg,17,,,305
35,lcg,18,,,286
35,lcg,19,,,256
35,lcg,20,,,272
35,lcg,21,,,309
35,lcg,22,,,234
35,lcg,23,,,272
35,lcg,24,,,299
35,lcg,25,,,265
35,lcg,26,,,286
35,lcg,27,,,261
35,lcg,28,,,286
35,lcg,29,,,296
35,lcg,30,,,286
35,lcg,31,,,260
35,lcg,32,,,279
35,lcg,33,,,284
35,lcg,34,,,296
35,lcg,35,,,291
35,xorshift,,275,-0.0006,
35,xorshift,1,,,271
35,xorshift,2,,,300
35,xorshift,3,,,298
35,xorshift,4,,,282
35,xorshift,5,,,281
35,xorshift,6,,,299
35,xorshift,7,,,313
35,xorshift,8,,,300
35,xorshift,9,,,312
35,xorshift,10,,,292
35,xorshift,11,,,283
35,xorshift,12,,,284
35,xorshift,13,,,258
35,xorshift,14,,,265
35,xorshift,15,,,289
35,xorshift,16,,,303
35,xorshift,17,,,273
35,xorshift,18,,,295
35,xorshift,19,,,295
35,xorshift,20,,,239
35,xorshift,21,,,292
35,xorshift,22,,,270
35,xorshift,23,,,299
35,xorshift,24,,,309
35,xorshift,25,,,276
35,xorshift,26,,,279
35,xorshift,27,,,265
35,xorshift,28,,,273
35,xorshift,29,,,291
35,xorshift,30,,,286
35,xorshift,31,,,315
35,xorshift,32,,,272
35,xorshift,33,,,289
35,xorshift,34,,,293
35,xorshift,35,,,259
35,mulberry32,,250,-0.0110,
35,mulberry32,1,,,285
35,mulberry32,2,,,268
35,mulberry32,3,,,271
35,mulberry32,4,,,292
35,mulberry32,5,,,276
35,mulberry32,6,,,313
35,mulberry32,7,,,264
35,mulberry32,8,,,278
35,mulberry32,9,,,279
35,mulberry32,10,,,275
35,mulberry32,11,,,317
35,mulberry32,12,,,295
35,mulberry32,13,,,331
35,mulberry32,14,,,243
35,mulberry32,15,,,299
35,mulberry32,16,,,304
35,mulberry32,17,,,277
35,mulberry32,18,,,252
35,mulberry32,19,,,300
35,mulberry32,20,,,272
35,mulberry32,21,,,296
35,mulberry32,22,,,285
35,mulberry32,23,,,271
35,mulberry32,24,,,319
35,mulberry32,25,,,294
35,mulberry32,26,,,280
35,mulberry32,27,,,299
35,mulberry32,28,,,293
35,mulberry32,29,,,294
35,mulberry32,30,,,279
35,mulberry32,31,,,263
35,mulberry32,32,,,292
35,mulberry32,33,,,277
35,mulberry32,34,,,306
35,mulberry32,35,,,261
36,nativeRandom,,256,0.0205,
36,nativeRandom,1,,,291
36,nativeRandom,2,,,258
36,nativeRandom,3,,,287
36,nativeRandom,4,,,284
36,nativeRandom,5,,,303
36,nativeRandom,6,,,291
36,nativeRandom,7,,,285
36,nativeRandom,8,,,262
36,nativeRandom,9,,,267
36,nativeRandom,10,,,260
36,nativeRandom,11,,,291
36,nativeRandom,12,,,275
36,nativeRandom,13,,,272
36,nativeRandom,14,,,296
36,nativeRandom,15,,,273
36,nativeRandom,16,,,264
36,nativeRandom,17,,,282
36,nativeRandom,18,,,283
36,nativeRandom,19,,,291
36,nativeRandom,20,,,265
36,nativeRandom,21,,,287
36,nativeRandom,22,,,249
36,nativeRandom,23,,,259
36,nativeRandom,24,,,276
36,nativeRandom,25,,,272
36,nativeRandom,26,,,261
36,nativeRandom,27,,,285
36,nativeRandom,28,,,276
36,nativeRandom,29,,,283
36,nativeRandom,30,,,255
36,nativeRandom,31,,,281
36,nativeRandom,32,,,269
36,nativeRandom,33,,,308
36,nativeRandom,34,,,281
36,nativeRandom,35,,,296
36,nativeRandom,36,,,282
36,lcg,,253,-0.0109,
36,lcg,1,,,314
36,lcg,2,,,305
36,lcg,3,,,261
36,lcg,4,,,241
36,lcg,5,,,298
36,lcg,6,,,303
36,lcg,7,,,261
36,lcg,8,,,316
36,lcg,9,,,285
36,lcg,10,,,256
36,lcg,11,,,275
36,lcg,12,,,287
36,lcg,13,,,287
36,lcg,14,,,259
36,lcg,15,,,304
36,lcg,16,,,268
36,lcg,17,,,320
36,lcg,18,,,287
36,lcg,19,,,250
36,lcg,20,,,265
36,lcg,21,,,283
36,lcg,22,,,275
36,lcg,23,,,269
36,lcg,24,,,248
36,lcg,25,,,290
36,lcg,26,,,257
36,lcg,27,,,265
36,lcg,28,,,254
36,lcg,29,,,272
36,lcg,30,,,298
36,lcg,31,,,277
36,lcg,32,,,260
36,lcg,33,,,275
36,lcg,34,,,276
36,lcg,35,,,281
36,lcg,36,,,278
36,xorshift,,292,0.0070,
36,xorshift,1,,,273
36,xorshift,2,,,297
36,xorshift,3,,,253
36,xorshift,4,,,287
36,xorshift,5,,,259
36,xorshift,6,,,299
36,xorshift,7,,,253
36,xorshift,8,,,273
36,xorshift,9,,,263
36,xorshift,10,,,293
36,xorshift,11,,,276
36,xorshift,12,,,298
36,xorshift,13,,,258
36,xorshift,14,,,290
36,xorshift,15,,,289
36,xorshift,16,,,300
36,xorshift,17,,,256
36,xorshift,18,,,291
36,xorshift,19,,,281
36,xorshift,20,,,285
36,xorshift,21,,,278
36,xorshift,22,,,305
36,xorshift,23,,,305
36,xorshift,24,,,285
36,xorshift,25,,,242
36,xorshift,26,,,262
36,xorshift,27,,,298
36,xorshift,28,,,253
36,xorshift,29,,,269
36,xorshift,30,,,291
36,xorshift,31,,,326
36,xorshift,32,,,245
36,xorshift,33,,,295
36,xorshift,34,,,251
36,xorshift,35,,,250
36,xorshift,36,,,271
36,mulberry32,,271,-0.0023,
36,mulberry32,1,,,288
36,mulberry32,2,,,290
36,mulberry32,3,,,303
36,mulberry32,4,,,275
36,mulberry32,5,,,293
36,mulberry32,6,,,270
36,mulberry32,7,,,306
36,mulberry32,8,,,258
36,mulberry32,9,,,298
36,mulberry32,10,,,279
36,mulberry32,11,,,275
36,mulberry32,12,,,302
36,mulberry32,13,,,287
36,mulberry32,14,,,259
36,mulberry32,15,,,250
36,mulberry32,16,,,273
36,mulberry32,17,,,273
36,mulberry32,18,,,271
36,mulberry32,19,,,301
36,mulberry32,20,,,274
36,mulberry32,21,,,283
36,mulberry32,22,,,268
36,mulberry32,23,,,272
36,mulberry32,24,,,282
36,mulberry32,25,,,287
36,mulberry32,26,,,252
36,mulberry32,27,,,253
36,mulberry32,28,,,310
36,mulberry32,29,,,279
36,mulberry32,30,,,262
36,mulberry32,31,,,282
36,mulberry32,32,,,287
36,mulberry32,33,,,280
36,mulberry32,34,,,249
36,mulberry32,35,,,281
36,mulberry32,36,,,248
37,nativeRandom,,269,-0.0008,
37,nativeRandom,1,,,288
37,nativeRandom,2,,,246
37,nativeRandom,3,,,246
37,nativeRandom,4,,,253
37,nativeRandom,5,,,271
37,nativeRandom,6,,,288
37,nativeRandom,7,,,281
37,nativeRandom,8,,,244
37,nativeRandom,9,,,247
37,nativeRandom,10,,,282
37,nativeRandom,11,,,244
37,nativeRandom,12,,,254
37,nativeRandom,13,,,279
37,nativeRandom,14,,,275
37,nativeRandom,15,,,275
37,nativeRandom,16,,,272
37,nativeRandom,17,,,220
37,nativeRandom,18,,,279
37,nativeRandom,19,,,269
37,nativeRandom,20,,,279
37,nativeRandom,21,,,268
37,nativeRandom,22,,,273
37,nativeRandom,23,,,264
37,nativeRandom,24,,,274
37,nativeRandom,25,,,263
37,nativeRandom,26,,,284
37,nativeRandom,27,,,307
37,nativeRandom,28,,,276
37,nativeRandom,29,,,275
37,nativeRandom,30,,,275
37,nativeRandom,31,,,277
37,nativeRandom,32,,,270
37,nativeRandom,33,,,259
37,nativeRandom,34,,,291
37,nativeRandom,35,,,265
37,nativeRandom,36,,,301
37,nativeRandom,37,,,286
37,lcg,,273,-0.0128,
37,lcg,1,,,303
37,lcg,2,,,292
37,lcg,3,,,249
37,lcg,4,,,241
37,lcg,5,,,282
37,lcg,6,,,296
37,lcg,7,,,253
37,lcg,8,,,314
37,lcg,9,,,276
37,lcg,10,,,242
37,lcg,11,,,281
37,lcg,12,,,262
37,lcg,13,,,302
37,lcg,14,,,249
37,lcg,15,,,284
37,lcg,16,,,256
37,lcg,17,,,307
37,lcg,18,,,284
37,lcg,19,,,271
37,lcg,20,,,243
37,lcg,21,,,266
37,lcg,22,,,277
37,lcg,23,,,247
37,lcg,24,,,271
37,lcg,25,,,257
37,lcg,26,,,276
37,lcg,27,,,257
37,lcg,28,,,261
37,lcg,29,,,240
37,lcg,30,,,284
37,lcg,31,,,283
37,lcg,32,,,257
37,lcg,33,,,251
37,lcg,34,,,272
37,lcg,35,,,264
37,lcg,36,,,280
37,lcg,37,,,270
37,xorshift,,286,-0.0121,
37,xorshift,1,,,266
37,xorshift,2,,,281
37,xorshift,3,,,289
37,xorshift,4,,,266
37,xorshift,5,,,259
37,xorshift,6,,,268
37,xorshift,7,,,265
37,xorshift,8,,,282
37,xorshift,9,,,257
37,xorshift,10,,,263
37,xorshift,11,,,267
37,xorshift,12,,,240
37,xorshift,13,,,277
37,xorshift,14,,,255
37,xorshift,15,,,260
37,xorshift,16,,,287
37,xorshift,17,,,261
37,xorshift,18,,,274
37,xorshift,19,,,299
37,xorshift,20,,,267
37,xorshift,21,,,277
37,xorshift,22,,,273
37,xorshift,23,,,302
37,xorshift,24,,,280
37,xorshift,25,,,275
37,xorshift,26,,,289
37,xorshift,27,,,289
37,xorshift,28,,,262
37,xorshift,29,,,254
37,xorshift,30,,,275
37,xorshift,31,,,258
37,xorshift,32,,,257
37,xorshift,33,,,276
37,xorshift,34,,,225
37,xorshift,35,,,282
37,xorshift,36,,,271
37,xorshift,37,,,272
37,mulberry32,,277,-0.0078,
37,mulberry32,1,,,263
37,mulberry32,2,,,271
37,mulberry32,3,,,300
37,mulberry32,4,,,253
37,mulberry32,5,,,242
37,mulberry32,6,,,279
37,mulberry32,7,,,257
37,mulberry32,8,,,286
37,mulberry32,9,,,281
37,mulberry32,10,,,269
37,mulberry32,11,,,258
37,mulberry32,12,,,263
37,mulberry32,13,,,244
37,mulberry32,14,,,273
37,mulberry32,15,,,272
37,mulberry32,16,,,263
37,mulberry32,17,,,272
37,mulberry32,18,,,290
37,mulberry32,19,,,281
37,mulberry32,20,,,270
37,mulberry32,21,,,301
37,mulberry32,22,,,238
37,mulberry32,23,,,280
37,mulberry32,24,,,236
37,mulberry32,25,,,254
37,mulberry32,26,,,265
37,mulberry32,27,,,289
37,mulberry32,28,,,266
37,mulberry32,29,,,286
37,mulberry32,30,,,262
37,mulberry32,31,,,311
37,mulberry32,32,,,262
37,mulberry32,33,,,265
37,mulberry32,34,,,254
37,mulberry32,35,,,293
37,mulberry32,36,,,275
37,mulberry32,37,,,276
38,nativeRandom,,270,0.0124,
38,nativeRandom,1,,,265
38,nativeRandom,2,,,266
38,nativeRandom,3,,,267
38,nativeRandom,4,,,259
38,nativeRandom,5,,,268
38,nativeRandom,6,,,267
38,nativeRandom,7,,,273
38,nativeRandom,8,,,259
38,nativeRandom,9,,,257
38,nativeRandom,10,,,268
38,nativeRandom,11,,,260
38,nativeRandom,12,,,270
38,nativeRandom,13,,,264
38,nativeRandom,14,,,253
38,nativeRandom,15,,,266
38,nativeRandom,16,,,296
38,nativeRandom,17,,,270
38,nativeRandom,18,,,258
38,nativeRandom,19,,,256
38,nativeRandom,20,,,256
38,nativeRandom,21,,,251
38,nativeRandom,22,,,266
38,nativeRandom,23,,,235
38,nativeRandom,24,,,286
38,nativeRandom,25,,,253
38,nativeRandom,26,,,252
38,nativeRandom,27,,,254
38,nativeRandom,28,,,249
38,nativeRandom,29,,,257
38,nativeRandom,30,,,277
38,nativeRandom,31,,,246
38,nativeRandom,32,,,288
38,nativeRandom,33,,,255
38,nativeRandom,34,,,261
38,nativeRandom,35,,,250
38,nativeRandom,36,,,276
38,nativeRandom,37,,,278
38,nativeRandom,38,,,268
38,lcg,,250,-0.0142,
38,lcg,1,,,310
38,lcg,2,,,285
38,lcg,3,,,243
38,lcg,4,,,233
38,lcg,5,,,280
38,lcg,6,,,292
38,lcg,7,,,246
38,lcg,8,,,287
38,lcg,9,,,279
38,lcg,10,,,259
38,lcg,11,,,257
38,lcg,12,,,253
38,lcg,13,,,281
38,lcg,14,,,248
38,lcg,15,,,269
38,lcg,16,,,280
38,lcg,17,,,269
38,lcg,18,,,291
38,lcg,19,,,268
38,lcg,20,,,232
38,lcg,21,,,260
38,lcg,22,,,250
38,lcg,23,,,281
38,lcg,24,,,224
38,lcg,25,,,254
38,lcg,26,,,281
38,lcg,27,,,247
38,lcg,28,,,266
38,lcg,29,,,248
38,lcg,30,,,239
38,lcg,31,,,263
38,lcg,32,,,280
38,lcg,33,,,261
38,lcg,34,,,232
38,lcg,35,,,261
38,lcg,36,,,262
38,lcg,37,,,264
38,lcg,38,,,265
38,xorshift,,284,0.0011,
38,xorshift,1,,,278
38,xorshift,2,,,265
38,xorshift,3,,,260
38,xorshift,4,,,272
38,xorshift,5,,,260
38,xorshift,6,,,267
38,xorshift,7,,,247
38,xorshift,8,,,293
38,xorshift,9,,,285
38,xorshift,10,,,294
38,xorshift,11,,,284
38,xorshift,12,,,262
38,xorshift,13,,,236
38,xorshift,14,,,285
38,xorshift,15,,,268
38,xorshift,16,,,259
38,xorshift,17,,,281
