roulette_size,generator,number,repeats,correlation,counts
30,lcg,17,,,3169
30,lcg,18,,,3479
30,lcg,19,,,2956
30,lcg,20,,,3169
30,lcg,21,,,3420
30,lcg,22,,,3160
30,lcg,23,,,3124
30,lcg,24,,,3281
30,lcg,25,,,3424
30,lcg,26,,,3330
30,lcg,27,,,3098
30,lcg,28,,,3318
30,lcg,29,,,3326
30,lcg,30,,,3436
30,xorshift,,3479,-0.0007,
30,xorshift,1,,,3352
30,xorshift,2,,,3276
30,xorshift,3,,,3308
30,xorshift,4,,,3323
30,xorshift,5,,,3278
30,xorshift,6,,,3232
30,xorshift,7,,,3338
30,xorshift,8,,,3413
30,xorshift,9,,,3321
30,xorshift,10,,,3330
30,xorshift,11,,,3363
30,xorshift,12,,,3300
30,xorshift,13,,,3265
30,xorshift,14,,,3395
30,xorshift,15,,,3370
30,xorshift,16,,,3363
30,xorshift,17,,,3384
30,xorshift,18,,,3360
30,xorshift,19,,,3324
30,xorshift,20,,,3397
30,xorshift,21,,,3400
30,xorshift,22,,,3333
30,xorshift,23,,,3268
30,xorshift,24,,,3276
30,xorshift,25,,,3383
30,xorshift,26,,,3352
30,xorshift,27,,,3298
30,xorshift,28,,,3302
30,xorshift,29,,,3361
30,xorshift,30,,,3335
30,mulberry32,,3327,0.0038,
30,mulberry32,1,,,3378
30,mulberry32,2,,,3328
30,mulberry32,3,,,3213
30,mulberry32,4,,,3318
30,mulberry32,5,,,3386
30,mulberry32,6,,,3326
30,mulberry32,7,,,3268
30,mulberry32,8,,,3388
30,mulberry32,9,,,3362
30,mulberry32,10,,,3223
30,mulberry32,11,,,3389
30,mulberry32,12,,,3256
30,mulberry32,13,,,3378
30,mulberry32,14,,,3363
30,mulberry32,15,,,3366
30,mulberry32,16,,,3317
30,mulberry32,17,,,3289
30,mulberry32,18,,,3360
30,mulberry32,19,,,3339
30,mulberry32,20,,,3377
30,mulberry32,21,,,3439
30,mulberry32,22,,,3305
30,mulberry32,23,,,3285
30,mulberry32,24,,,3370
30,mulberry32,25,,,3328
30,mulberry32,26,,,3329
30,mulberry32,27,,,3281
30,mulberry32,28,,,3364
30,mulberry32,29,,,3262
30,mulberry32,30,,,3413
31,nativeRandom,,3282,-0.0021,
31,nativeRandom,1,,,3263
31,nativeRandom,2,,,3259
31,nativeRandom,3,,,3208
31,nativeRandom,4,,,3246
31,nativeRandom,5,,,3224
31,nativeRandom,6,,,3260
31,nativeRandom,7,,,3262
31,nativeRandom,8,,,3221
31,nativeRandom,9,,,3214
31,nativeRandom,10,,,3191
31,nativeRandom,11,,,3181
31,nativeRandom,12,,,3277
31,nativeRandom,13,,,3260
31,nativeRandom,14,,,3217
31,nativeRandom,15,,,3294
31,nativeRandom,16,,,3136
31,nativeRandom,17,,,3195
31,nativeRandom,18,,,3188
31,nativeRandom,19,,,3231
31,nativeRandom,20,,,3152
31,nativeRandom,21,,,3222
31,nativeRandom,22,,,3186
31,nativeRandom,23,,,3194
31,nativeRandom,24,,,3250
31,nativeRandom,25,,,3208
31,nativeRandom,26,,,3141
31,nativeRandom,27,,,3311
31,nativeRandom,28,,,3273
31,nativeRandom,29,,,3249
31,nativeRandom,30,,,3306
31,nativeRandom,31,,,3181
31,lcg,,3113,-0.0117,
31,lcg,1,,,3699
31,lcg,2,,,3359
31,lcg,3,,,2915
31,lcg,4,,,3137
31,lcg,5,,,3492
31,lcg,6,,,3157
31,lcg,7,,,3654
31,lcg,8,,,3078
31,lcg,9,,,3237
31,lcg,10,,,3095
31,lcg,11,,,3463
31,lcg,12,,,3044
31,lcg,13,,,3483
31,lcg,14,,,3305
31,lcg,15,,,3414
31,lcg,16,,,3174
31,lcg,17,,,3032
31,lcg,18,,,3083
31,lcg,19,,,3305
31,lcg,20,,,3053
31,lcg,21,,,2970
31,lcg,22,,,3240
31,lcg,23,,,3140
31,lcg,24,,,2936
31,lcg,25,,,3179
31,lcg,26,,,3474
31,lcg,27,,,3164
31,lcg,28,,,2989
31,lcg,29,,,3195
31,lcg,30,,,3155
31,lcg,31,,,3379
31,xorshift,,3242,0.0020,
31,xorshift,1,,,3343
31,xorshift,2,,,3244
31,xorshift,3,,,3205
31,xorshift,4,,,3310
31,xorshift,5,,,3117
31,xorshift,6,,,3275
31,xorshift,7,,,3159
31,xorshift,8,,,3268
31,xorshift,9,,,3142
31,xorshift,10,,,3058
31,xorshift,11,,,3260
31,xorshift,12,,,3222
31,xorshift,13,,,3275
31,xorshift,14,,,3204
31,xorshift,15,,,3229
31,xorshift,16,,,3174
31,xorshift,17,,,3178
31,xorshift,18,,,3261
31,xorshift,19,,,3304
31,xorshift,20,,,3261
31,xorshift,21,,,3313
31,xorshift,22,,,3245
31,xorshift,23,,,3272
31,xorshift,24,,,3261
31,xorshift,25,,,3230
31,xorshift,26,,,3253
31,xorshift,27,,,3208
31,xorshift,28,,,3202
31,xorshift,29,,,3177
31,xorshift,30,,,3208
31,xorshift,31,,,3142
31,mulberry32,,3260,0.0025,
31,mulberry32,1,,,3203
31,mulberry32,2,,,3183
31,mulberry32,3,,,3173
31,mulberry32,4,,,3183
31,mulberry32,5,,,3262
31,mulberry32,6,,,3243
31,mulberry32,7,,,3165
31,mulberry32,8,,,3289
31,mulberry32,9,,,3183
31,mulberry32,10,,,3136
31,mulberry32,11,,,3215
31,mulberry32,12,,,3230
31,mulberry32,13,,,3256
31,mulberry32,14,,,3301
31,mulberry32,15,,,3315
31,mulberry32,16,,,3245
31,mulberry32,17,,,3298
31,mulberry32,18,,,3237
31,mulberry32,19,,,3255
31,mulberry32,20,,,3123
31,mulberry32,21,,,3240
31,mulberry32,22,,,3179
31,mulberry32,23,,,3185
31,mulberry32,24,,,3306
31,mulberry32,25,,,3218
31,mulberry32,26,,,3320
31,mulberry32,27,,,3259
31,mulberry32,28,,,3228
31,mulberry32,29,,,3243
31,mulberry32,30,,,3155
31,mulberry32,31,,,3172
32,nativeRandom,,3126,0.0010,
32,nativeRandom,1,,,3137
32,nativeRandom,2,,,3050
32,nativeRandom,3,,,3135
32,nativeRandom,4,,,3154
32,nativeRandom,5,,,3118
32,nativeRandom,6,,,3120
32,nativeRandom,7,,,3088
32,nativeRandom,8,,,3064
32,nativeRandom,9,,,3065
32,nativeRandom,10,,,3181
32,nativeRandom,11,,,3120
32,nativeRandom,12,,,3198
32,nativeRandom,13,,,3183
32,nativeRandom,14,,,3167
32,nativeRandom,15,,,3104
32,nativeRandom,16,,,3161
32,nativeRandom,17,,,3161
32,nativeRandom,18,,,3030
32,nativeRandom,19,,,3106
32,nativeRandom,20,,,3205
32,nativeRandom,21,,,3128
32,nativeRandom,22,,,3143
32,nativeRandom,23,,,3065
32,nativeRandom,24,,,3156
32,nativeRandom,25,,,3074
32,nativeRandom,26,,,3176
32,nativeRandom,27,,,3057
32,nativeRandom,28,,,3129
32,nativeRandom,29,,,3149
32,nativeRandom,30,,,3089
32,nativeRandom,31,,,3154
32,nativeRandom,32,,,3133
32,lcg,,3119,-0.0128,
32,lcg,1,,,3632
32,lcg,2,,,3244
32,lcg,3,,,2798
32,lcg,4,,,3088
32,lcg,5,,,3359
32,lcg,6,,,2964
32,lcg,7,,,3540
32,lcg,8,,,3193
32,lcg,9,,,2981
32,lcg,10,,,3020
32,lcg,11,,,3300
32,lcg,12,,,3046
32,lcg,13,,,3260
32,lcg,14,,,2983
32,lcg,15,,,3602
32,lcg,16,,,3209
32,lcg,17,,,2881
32,lcg,18,,,2951
32,lcg,19,,,3199
32,lcg,20,,,2791
32,lcg,21,,,3033
32,lcg,22,,,3273
32,lcg,23,,,2943
32,lcg,24,,,2967
32,lcg,25,,,2835
32,lcg,26,,,3287
32,lcg,27,,,3203
32,lcg,28,,,3124
32,lcg,29,,,2828
32,lcg,30,,,3179
32,lcg,31,,,3099
32,lcg,32,,,3188
32,xorshift,,3147,-0.0008,
32,xorshift,1,,,3131
32,xorshift,2,,,3107
32,xorshift,3,,,3187
32,xorshift,4,,,3159
32,xorshift,5,,,3119
32,xorshift,6,,,3173
32,xorshift,7,,,3154
32,xorshift,8,,,3238
32,xorshift,9,,,3094
32,xorshift,10,,,3075
32,xorshift,11,,,3132
32,xorshift,12,,,3095
32,xorshift,13,,,3189
32,xorshift,14,,,3201
32,xorshift,15,,,3074
32,xorshift,16,,,3034
32,xorshift,17,,,3065
32,xorshift,18,,,3123
32,xorshift,19,,,3022
32,xorshift,20,,,3117
32,xorshift,21,,,3220
32,xorshift,22,,,3234
32,xorshift,23,,,3118
32,xorshift,24,,,3192
32,xorshift,25,,,3153
32,xorshift,26,,,3113
32,xorshift,27,,,3059
32,xorshift,28,,,3073
32,xorshift,29,,,3091
32,xorshift,30,,,3117
32,xorshift,31,,,3061
32,xorshift,32,,,3080
32,mulberry32,,3208,0.0049,
32,mulberry32,1,,,3110
32,mulberry32,2,,,3131
32,mulberry32,3,,,3095
32,mulberry32,4,,,3152
32,mulberry32,5,,,3102
32,mulberry32,6,,,3138
32,mulberry32,7,,,3044
32,mulberry32,8,,,3196
32,mulberry32,9,,,3053
32,mulberry32,10,,,3103
32,mulberry32,11,,,3110
32,mulberry32,12,,,3131
32,mulberry32,13,,,3144
32,mulberry32,14,,,3091
32,mulberry32,15,,,3063
32,mulberry32,16,,,3080
32,mulberry32,17,,,3191
32,mulberry32,18,,,3081
32,mulberry32,19,,,3148
32,mulberry32,20,,,3086
32,mulberry32,21,,,3145
32,mulberry32,22,,,3135
32,mulberry32,23,,,3181
32,mulberry32,24,,,3175
32,mulberry32,25,,,3142
32,mulberry32,26,,,3127
32,mulberry32,27,,,3169
32,mulberry32,28,,,3157
32,mulberry32,29,,,3005
32,mulberry32,30,,,3239
32,mulberry32,31,,,3145
32,mulberry32,32,,,3131
33,nativeRandom,,2966,-0.0029,
33,nativeRandom,1,,,3025
33,nativeRandom,2,,,3099
33,nativeRandom,3,,,3128
33,nativeRandom,4,,,3024
33,nativeRandom,5,,,3015
33,nativeRandom,6,,,2989
33,nativeRandom,7,,,3075
33,nativeRandom,8,,,2958
33,nativeRandom,9,,,3008
33,nativeRandom,10,,,3042
33,nativeRandom,11,,,3020
33,nativeRandom,12,,,3019
33,nativeRandom,13,,,2983
33,nativeRandom,14,,,3111
33,nativeRandom,15,,,3016
33,nativeRandom,16,,,2992
33,nativeRandom,17,,,2978
33,nativeRandom,18,,,3016
33,nativeRandom,19,,,3003
33,nativeRandom,20,,,3085
33,nativeRandom,21,,,3107
33,nativeRandom,22,,,3024
33,nativeRandom,23,,,3049
33,nativeRandom,24,,,3032
33,nativeRandom,25,,,3002
33,nativeRandom,26,,,3012
33,nativeRandom,27,,,3099
33,nativeRandom,28,,,3007
33,nativeRandom,29,,,3040
33,nativeRandom,30,,,3023
33,nativeRandom,31,,,2924
33,nativeRandom,32,,,3016
33,nativeRandom,33,,,3079
33,lcg,,2961,-0.0132,
33,lcg,1,,,3560
33,lcg,2,,,3178
33,lcg,3,,,2619
33,lcg,4,,,2856
33,lcg,5,,,3381
33,lcg,6,,,2906
33,lcg,7,,,3415
33,lcg,8,,,3164
33,lcg,9,,,2805
33,lcg,10,,,3058
33,lcg,11,,,3076
33,lcg,12,,,3040
33,lcg,13,,,2962
33,lcg,14,,,3306
33,lcg,15,,,3004
33,lcg,16,,,3288
33,lcg,17,,,3033
33,lcg,18,,,2742
33,lcg,19,,,3022
33,lcg,20,,,3109
33,lcg,21,,,2788
33,lcg,22,,,2779
33,lcg,23,,,3130
33,lcg,24,,,2875
33,lcg,25,,,2862
33,lcg,26,,,2815
33,lcg,27,,,3094
33,lcg,28,,,3102
33,lcg,29,,,3057
33,lcg,30,,,2807
33,lcg,31,,,3066
33,lcg,32,,,3054
33,lcg,33,,,3047
33,xorshift,,3060,-0.0004,
33,xorshift,1,,,3026
33,xorshift,2,,,3100
33,xorshift,3,,,3056
33,xorshift,4,,,2917
33,xorshift,5,,,2969
33,xorshift,6,,,2985
33,xorshift,7,,,3046
33,xorshift,8,,,3045
33,xorshift,9,,,2925
33,xorshift,10,,,3008
33,xorshift,11,,,3116
33,xorshift,12,,,2937
33,xorshift,13,,,3125
33,xorshift,14,,,3030
33,xorshift,15,,,3037
33,xorshift,16,,,3133
33,xorshift,17,,,3063
33,xorshift,18,,,3025
33,xorshift,19,,,3080
33,xorshift,20,,,3035
33,xorshift,21,,,3086
33,xorshift,22,,,2969
33,xorshift,23,,,3029
33,xorshift,24,,,2944
33,xorshift,25,,,2987
33,xorshift,26,,,3042
33,xorshift,27,,,2971
33,xorshift,28,,,3059
33,xorshift,29,,,3088
33,xorshift,30,,,3076
33,xorshift,31,,,2997
33,xorshift,32,,,2990
33,xorshift,33,,,3104
33,mulberry32,,3011,0.0015,
33,mulberry32,1,,,3018
33,mulberry32,2,,,2975
33,mulberry32,3,,,3000
33,mulberry32,4,,,3059
33,mulberry32,5,,,3024
33,mulberry32,6,,,3196
33,mulberry32,7,,,2955
33,mulberry32,8,,,3030
33,mulberry32,9,,,3089
33,mulberry32,10,,,3040
33,mulberry32,11,,,2992
33,mulberry32,12,,,3026
33,mulberry32,13,,,3025
33,mulberry32,14,,,3130
33,mulberry32,15,,,3045
33,mulberry32,16,,,2974
33,mulberry32,17,,,3041
33,mulberry32,18,,,3081
33,mulberry32,19,,,2960
33,mulberry32,20,,,3002
33,mulberry32,21,,,3014
33,mulberry32,22,,,2978
33,mulberry32,23,,,2970
33,mulberry32,24,,,3032
33,mulberry32,25,,,2979
33,mulberry32,26,,,3062
33,mulberry32,27,,,2993
33,mulberry32,28,,,3054
33,mulberry32,29,,,3037
33,mulberry32,30,,,3099
33,mulberry32,31,,,3017
33,mulberry32,32,,,3068
33,mulberry32,33,,,3035
34,nativeRandom,,2900,0.0015,
34,nativeRandom,1,,,3001
34,nativeRandom,2,,,3007
34,nativeRandom,3,,,2855
34,nativeRandom,4,,,2960
34,nativeRandom,5,,,2908
34,nativeRandom,6,,,2879
34,nativeRandom,7,,,2989
34,nativeRandom,8,,,2941
34,nativeRandom,9,,,2927
34,nativeRandom,10,,,2898
34,nativeRandom,11,,,2888
34,nativeRandom,12,,,2938
34,nativeRandom,13,,,2973
34,nativeRandom,14,,,3016
34,nativeRandom,15,,,2960
34,nativeRandom,16,,,2966
34,nativeRandom,17,,,2925
34,nativeRandom,18,,,2844
34,nativeRandom,19,,,2952
34,nativeRandom,20,,,3029
34,nativeRandom,21,,,2828
34,nativeRandom,22,,,2911
34,nativeRandom,23,,,2937
34,nativeRandom,24,,,2920
34,nativeRandom,25,,,2894
34,nativeRandom,26,,,2928
34,nativeRandom,27,,,2890
34,nativeRandom,28,,,2897
34,nativeRandom,29,,,2982
34,nativeRandom,30,,,2902
34,nativeRandom,31,,,2980
34,nativeRandom,32,,,2945
34,nativeRandom,33,,,3075
34,nativeRandom,34,,,3055
34,lcg,,2994,-0.0126,
34,lcg,1,,,3445
34,lcg,2,,,3073
34,lcg,3,,,2684
34,lcg,4,,,2565
34,lcg,5,,,3364
34,lcg,6,,,3054
34,lcg,7,,,3005
34,lcg,8,,,3093
34,lcg,9,,,2881
34,lcg,10,,,2921
34,lcg,11,,,2812
34,lcg,12,,,3262
34,lcg,13,,,2749
34,lcg,14,,,3183
34,lcg,15,,,2772
34,lcg,16,,,3378
34,lcg,17,,,3008
34,lcg,18,,,2718
34,lcg,19,,,2787
34,lcg,20,,,2986
34,lcg,21,,,2761
34,lcg,22,,,2868
34,lcg,23,,,2690
34,lcg,24,,,2928
34,lcg,25,,,2935
34,lcg,26,,,2820
34,lcg,27,,,2749
34,lcg,28,,,3008
34,lcg,29,,,2967
34,lcg,30,,,2807
34,lcg,31,,,2747
34,lcg,32,,,2942
34,lcg,33,,,3077
34,lcg,34,,,2961
34,xorshift,,2968,0.0004,
34,xorshift,1,,,2938
34,xorshift,2,,,2855
34,xorshift,3,,,2966
34,xorshift,4,,,3010
34,xorshift,5,,,2941
34,xorshift,6,,,3055
34,xorshift,7,,,3029
34,xorshift,8,,,3001
34,xorshift,9,,,2935
34,xorshift,10,,,2919
34,xorshift,11,,,2926
34,xorshift,12,,,2811
34,xorshift,13,,,2982
34,xorshift,14,,,2911
34,xorshift,15,,,3015
34,xorshift,16,,,2878
34,xorshift,17,,,3045
34,xorshift,18,,,2934
34,xorshift,19,,,2977
34,xorshift,20,,,2901
34,xorshift,21,,,2899
34,xorshift,22,,,2965
34,xorshift,23,,,2885
34,xorshift,24,,,2921
34,xorshift,25,,,3002
34,xorshift,26,,,2977
34,xorshift,27,,,2945
34,xorshift,28,,,2911
34,xorshift,29,,,2943
34,xorshift,30,,,2815
34,xorshift,31,,,2937
34,xorshift,32,,,2944
34,xorshift,33,,,2906
34,xorshift,34,,,2921
34,mulberry32,,3030,0.0034,
34,mulberry32,1,,,2945
34,mulberry32,2,,,3100
34,mulberry32,3,,,2962
34,mulberry32,4,,,2882
34,mulberry32,5,,,2910
34,mulberry32,6,,,2962
34,mulberry32,7,,,2971
34,mulberry32,8,,,2925
34,mulberry32,9,,,2958
34,mulberry32,10,,,3053
34,mulberry32,11,,,2959
34,mulberry32,12,,,2902
34,mulberry32,13,,,2918
34,mulberry32,14,,,2905
34,mulberry32,15,,,3012
34,mulberry32,16,,,2921
34,mulberry32,17,,,2978
34,mulberry32,18,,,2913
34,mulberry32,19,,,2859
34,mulberry32,20,,,2897
34,mulberry32,21,,,2959
34,mulberry32,22,,,2866
34,mulberry32,23,,,2933
34,mulberry32,24,,,2978
34,mulberry32,25,,,2962
34,mulberry32,26,,,2839
34,mulberry32,27,,,2925
34,mulberry32,28,,,2971
34,mulberry32,29,,,2901
34,mulberry32,30,,,2951
34,mulberry32,31,,,3037
34,mulberry32,32,,,2917
34,mulberry32,33,,,2966
34,mulberry32,34,,,2863
35,nativeRandom,,2830,0.0004,
35,nativeRandom,1,,,2907
35,nativeRandom,2,,,2926
35,nativeRandom,3,,,2831
35,nativeRandom,4,,,2762
35,nativeRandom,5,,,2928
35,nativeRandom,6,,,2860
35,nativeRandom,7,,,2917
35,nativeRandom,8,,,2842
35,nativeRandom,9,,,2745
35,nativeRandom,10,,,2907
35,nativeRandom,11,,,2870
35,nativeRandom,12,,,2811
35,nativeRandom,13,,,2802
35,nativeRandom,14,,,2956
35,nativeRandom,15,,,2877
35,nativeRandom,16,,,2866
35,nativeRandom,17,,,2714
35,nativeRandom,18,,,2771
35,nativeRandom,19,,,2802
35,nativeRandom,20,,,2813
35,nativeRandom,21,,,3027
35,nativeRandom,22,,,2777
35,nativeRandom,23,,,2967
35,nativeRandom,24,,,2819
35,nativeRandom,25,,,2827
35,nativeRandom,26,,,2866
35,nativeRandom,27,,,2904
35,nativeRandom,28,,,2847
35,nativeRandom,29,,,2834
35,nativeRandom,30,,,2839
35,nativeRandom,31,,,2811
35,nativeRandom,32,,,2886
35,nativeRandom,33,,,2939
35,nativeRandom,34,,,2914
35,nativeRandom,35,,,2836
35,lcg,,2763,-0.0124,
35,lcg,1,,,3333
35,lcg,2,,,3011
35,lcg,3,,,2614
35,lcg,4,,,2479
35,lcg,5,,,3133
35,lcg,6,,,2955
35,lcg,7,,,2835
35,lcg,8,,,3339
35,lcg,9,,,2711
35,lcg,10,,,2754
35,lcg,11,,,2788
35,lcg,12,,,3021
35,lcg,13,,,2706
35,lcg,14,,,3064
35,lcg,15,,,2750
35,lcg,16,,,3098
35,lcg,17,,,3055
35,lcg,18,,,2918
35,lcg,19,,,2533
35,lcg,20,,,2773
35,lcg,21,,,3074
35,lcg,22,,,2459
35,lcg,23,,,2738
35,lcg,24,,,2979
35,lcg,25,,,2643
35,lcg,26,,,2850
35,lcg,27,,,2589
35,lcg,28,,,2871
35,lcg,29,,,2949
35,lcg,30,,,2844
35,lcg,31,,,2699
35,lcg,32,,,2747
35,lcg,33,,,2861
35,lcg,34,,,2932
35,lcg,35,,,2895
35,xorshift,,2795,-0.0064,
35,xorshift,1,,,2881
35,xorshift,2,,,2934
35,xorshift,3,,,2808
35,xorshift,4,,,2820
35,xorshift,5,,,2894
35,xorshift,6,,,2889
35,xorshift,7,,,2924
35,xorshift,8,,,2813
35,xorshift,9,,,2824
35,xorshift,10,,,2894
35,xorshift,11,,,2818
35,xorshift,12,,,2905
35,xorshift,13,,,2820
35,xorshift,14,,,2858
35,xorshift,15,,,2774
35,xorshift,16,,,2752
35,xorshift,17,,,2784
35,xorshift,18,,,2887
35,xorshift,19,,,2855
35,xorshift,20,,,2940
35,xorshift,21,,,2850
35,xorshift,22,,,2827
35,xorshift,23,,,2920
35,xorshift,24,,,2858
35,xorshift,25,,,2902
35,xorshift,26,,,2826
35,xorshift,27,,,2894
35,xorshift,28,,,2856
35,xorshift,29,,,2911
35,xorshift,30,,,2875
35,xorshift,31,,,2841
35,xorshift,32,,,2876
35,xorshift,33,,,2770
35,xorshift,34,,,2886
35,xorshift,35,,,2834
35,mulberry32,,2842,0.0063,
35,mulberry32,1,,,2891
35,mulberry32,2,,,2796
35,mulberry32,3,,,2876
35,mulberry32,4,,,2818
35,mulberry32,5,,,2856
35,mulberry32,6,,,2836
35,mulberry32,7,,,2877
35,mulberry32,8,,,2868
35,mulberry32,9,,,2929
35,mulberry32,10,,,2801
35,mulberry32,11,,,2899
35,mulberry32,12,,,2818
35,mulberry32,13,,,2934
35,mulberry32,14,,,2894
35,mulberry32,15,,,2798
35,mulberry32,16,,,2930
35,mulberry32,17,,,2812
35,mulberry32,18,,,2834
35,mulberry32,19,,,2867
35,mulberry32,20,,,2920
35,mulberry32,21,,,2837
35,mulberry32,22,,,2876
35,mulberry32,23,,,2843
35,mulberry32,24,,,2844
35,mulberry32,25,,,2879
35,mulberry32,26,,,2822
35,mulberry32,27,,,2898
35,mulberry32,28,,,2874
35,mulberry32,29,,,2738
35,mulberry32,30,,,2856
35,mulberry32,31,,,2916
35,mulberry32,32,,,2917
35,mulberry32,33,,,2789
35,mulberry32,34,,,2813
35,mulberry32,35,,,2844
36,nativeRandom,,2839,0.0007,
36,nativeRandom,1,,,2850
36,nativeRandom,2,,,2760
36,nativeRandom,3,,,2760
36,nativeRandom,4,,,2766
36,nativeRandom,5,,,2840
36,nativeRandom,6,,,2828
36,nativeRandom,7,,,2666
36,nativeRandom,8,,,2778
36,nativeRandom,9,,,2876
36,nativeRandom,10,,,2806
36,nativeRandom,11,,,2807
36,nativeRandom,12,,,2684
36,nativeRandom,13,,,2827
36,nativeRandom,14,,,2772
36,nativeRandom,15,,,2878
36,nativeRandom,16,,,2785
36,nativeRandom,17,,,2752
36,nativeRandom,18,,,2765
36,nativeRandom,19,,,2750
36,nativeRandom,20,,,2864
36,nativeRandom,21,,,2722
36,nativeRandom,22,,,2732
36,nativeRandom,23,,,2724
36,nativeRandom,24,,,2825
36,nativeRandom,25,,,2769
36,nativeRandom,26,,,2765
36,nativeRandom,27,,,2713
36,nativeRandom,28,,,2772
36,nativeRandom,29,,,2747
36,nativeRandom,30,,,2770
36,nativeRandom,31,,,2741
36,nativeRandom,32,,,2732
36,nativeRandom,33,,,2752
36,nativeRandom,34,,,2844
36,nativeRandom,35,,,2779
36,nativeRandom,36,,,2799
36,lcg,,2529,-0.0125,
36,lcg,1,,,3165
36,lcg,2,,,3005
36,lcg,3,,,2582
36,lcg,4,,,2400
36,lcg,5,,,3019
36,lcg,6,,,2998
36,lcg,7,,,2654
36,lcg,8,,,3160
36,lcg,9,,,2839
36,lcg,10,,,2558
36,lcg,11,,,2760
36,lcg,12,,,2878
36,lcg,13,,,2857
36,lcg,14,,,2615
36,lcg,15,,,3009
36,lcg,16,,,2674
36,lcg,17,,,3218
36,lcg,18,,,2844
36,lcg,19,,,2491
36,lcg,20,,,2646
36,lcg,21,,,2818
36,lcg,22,,,2769
36,lcg,23,,,2628
36,lcg,24,,,2512
36,lcg,25,,,2872
36,lcg,26,,,2599
36,lcg,27,,,2672
36,lcg,28,,,2529
36,lcg,29,,,2750
36,lcg,30,,,2980
36,lcg,31,,,2719
36,lcg,32,,,2586
36,lcg,33,,,2788
36,lcg,34,,,2758
36,lcg,35,,,2827
36,lcg,36,,,2821
36,xorshift,,2751,0.0046,
36,xorshift,1,,,2797
36,xorshift,2,,,2801
36,xorshift,3,,,2775
36,xorshift,4,,,2747
36,xorshift,5,,,2750
36,xorshift,6,,,2766
36,xorshift,7,,,2929
36,xorshift,8,,,2809
36,xorshift,9,,,2763
36,xorshift,10,,,2668
36,xorshift,11,,,2745
36,xorshift,12,,,2779
36,xorshift,13,,,2828
36,xorshift,14,,,2883
36,xorshift,15,,,2863
36,xorshift,16,,,2742
36,xorshift,17,,,2808
36,xorshift,18,,,2718
36,xorshift,19,,,2865
36,xorshift,20,,,2744
36,xorshift,21,,,2734
36,xorshift,22,,,2797
36,xorshift,23,,,2779
36,xorshift,24,,,2821
36,xorshift,25,,,2842
36,xorshift,26,,,2708
36,xorshift,27,,,2738
36,xorshift,28,,,2754
36,xorshift,29,,,2783
36,xorshift,30,,,2754
36,xorshift,31,,,2761
36,xorshift,32,,,2802
36,xorshift,33,,,2704
36,xorshift,34,,,2731
36,xorshift,35,,,2726
36,xorshift,36,,,2786
36,mulberry32,,2822,-0.0021,
36,mulberry32,1,,,2831
36,mulberry32,2,,,2812
36,mulberry32,3,,,2718
36,mulberry32,4,,,2840
36,mulberry32,5,,,2890
36,mulberry32,6,,,2835
36,mulberry32,7,,,2838
36,mulberry32,8,,,2652
36,mulberry32,9,,,2696
36,mulberry32,10,,,2783
36,mulberry32,11,,,2778
36,mulberry32,12,,,2772
36,mulberry32,13,,,2840
36,mulberry32,14,,,2878
36,mulberry32,15,,,2824
36,mulberry32,16,,,2760
36,mulberry32,17,,,2792
36,mulberry32,18,,,2797
36,mulberry32,19,,,2705
36,mulberry32,20,,,2770
36,mulberry32,21,,,2741
36,mulberry32,22,,,2838
36,mulberry32,23,,,2745
36,mulberry32,24,,,2738
36,mulberry32,25,,,2762
36,mulberry32,26,,,2780
36,mulberry32,27,,,2741
36,mulberry32,28,,,2740
36,mulberry32,29,,,2728
36,mulberry32,30,,,2766
36,mulberry32,31,,,2874
36,mulberry32,32,,,2678
36,mulberry32,33,,,2810
36,mulberry32,34,,,2775
36,mulberry32,35,,,2701
36,mulberry32,36,,,2772
37,nativeRandom,,2720,-0.0018,
37,nativeRandom,1,,,2676
37,nativeRandom,2,,,2728
37,nativeRandom,3,,,2721
37,nativeRandom,4,,,2722
37,nativeRandom,5,,,2695
37,nativeRandom,6,,,2781
37,nativeRandom,7,,,2753
37,nativeRandom,8,,,2648
37,nativeRandom,9,,,2741
37,nativeRandom,10,,,2584
37,nativeRandom,11,,,2800
37,nativeRandom,12,,,2754
37,nativeRandom,13,,,2686
37,nativeRandom,14,,,2745
37,nativeRandom,15,,,2723
37,nativeRandom,16,,,2693
37,nativeRandom,17,,,2713
37,nativeRandom,18,,,2748
37,nativeRandom,19,,,2660
37,nativeRandom,20,,,2624
37,nativeRandom,21,,,2789
37,nativeRandom,22,,,2672
37,nativeRandom,23,,,2660
37,nativeRandom,24,,,2556
37,nativeRandom,25,,,2739
37,nativeRandom,26,,,2731
37,nativeRandom,27,,,2635
37,nativeRandom,28,,,2680
37,nativeRandom,29,,,2716
37,nativeRandom,30,,,2671
37,nativeRandom,31,,,2698
37,nativeRandom,32,,,2789
37,nativeRandom,33,,,2786
37,nativeRandom,34,,,2669
37,nativeRandom,35,,,2651
37,nativeRandom,36,,,2709
37,nativeRandom,37,,,2654
37,lcg,,2719,-0.0131,
37,lcg,1,,,3128
37,lcg,2,,,2948
37,lcg,3,,,2497
37,lcg,4,,,2357
37,lcg,5,,,2835
37,lcg,6,,,2963
37,lcg,7,,,2543
37,lcg,8,,,3061
37,lcg,9,,,2819
37,lcg,10,,,2411
37,lcg,11,,,2783
37,lcg,12,,,2635
37,lcg,13,,,2988
