roulette_size,generator,number,repeats,correlation,counts
30,lcg,17,,,31731
30,lcg,18,,,34687
30,lcg,19,,,29537
30,lcg,20,,,31808
30,lcg,21,,,34107
30,lcg,22,,,31640
30,lcg,23,,,31249
30,lcg,24,,,32865
30,lcg,25,,,34106
30,lcg,26,,,33162
30,lcg,27,,,30974
30,lcg,28,,,33243
30,lcg,29,,,33247
30,lcg,30,,,34500
30,xorshift,,33065,0.0002,
30,xorshift,1,,,33340
30,xorshift,2,,,33219
30,xorshift,3,,,33234
30,xorshift,4,,,33514
30,xorshift,5,,,33477
30,xorshift,6,,,33097
30,xorshift,7,,,33483
30,xorshift,8,,,33158
30,xorshift,9,,,33432
30,xorshift,10,,,33162
30,xorshift,11,,,33121
30,xorshift,12,,,33609
30,xorshift,13,,,33226
30,xorshift,14,,,33923
30,xorshift,15,,,33424
30,xorshift,16,,,33485
30,xorshift,17,,,33401
30,xorshift,18,,,33424
30,xorshift,19,,,33640
30,xorshift,20,,,33387
30,xorshift,21,,,33354
30,xorshift,22,,,33135
30,xorshift,23,,,33182
30,xorshift,24,,,33269
30,xorshift,25,,,32929
30,xorshift,26,,,33302
30,xorshift,27,,,33223
30,xorshift,28,,,33317
30,xorshift,29,,,33403
30,xorshift,30,,,33130
30,mulberry32,,32874,0.0003,
30,mulberry32,1,,,33614
30,mulberry32,2,,,33455
30,mulberry32,3,,,33308
30,mulberry32,4,,,33351
30,mulberry32,5,,,32973
30,mulberry32,6,,,33228
30,mulberry32,7,,,33424
30,mulberry32,8,,,33074
30,mulberry32,9,,,33342
30,mulberry32,10,,,33106
30,mulberry32,11,,,33269
30,mulberry32,12,,,33427
30,mulberry32,13,,,33540
30,mulberry32,14,,,33337
30,mulberry32,15,,,33377
30,mulberry32,16,,,33576
30,mulberry32,17,,,33380
30,mulberry32,18,,,33295
30,mulberry32,19,,,33183
30,mulberry32,20,,,33378
30,mulberry32,21,,,33465
30,mulberry32,22,,,33110
30,mulberry32,23,,,33244
30,mulberry32,24,,,33452
30,mulberry32,25,,,33256
30,mulberry32,26,,,33438
30,mulberry32,27,,,33580
30,mulberry32,28,,,33332
30,mulberry32,29,,,33453
30,mulberry32,30,,,33033
31,nativeRandom,,32251,0.0004,
31,nativeRandom,1,,,31975
31,nativeRandom,2,,,32125
31,nativeRandom,3,,,31946
31,nativeRandom,4,,,32289
31,nativeRandom,5,,,32021
31,nativeRandom,6,,,32256
31,nativeRandom,7,,,32559
31,nativeRandom,8,,,32242
31,nativeRandom,9,,,32482
31,nativeRandom,10,,,32528
31,nativeRandom,11,,,31915
31,nativeRandom,12,,,32565
31,nativeRandom,13,,,32281
31,nativeRandom,14,,,32186
31,nativeRandom,15,,,32191
31,nativeRandom,16,,,32469
31,nativeRandom,17,,,32317
31,nativeRandom,18,,,32157
31,nativeRandom,19,,,31914
31,nativeRandom,20,,,32199
31,nativeRandom,21,,,31662
31,nativeRandom,22,,,32383
31,nativeRandom,23,,,32260
31,nativeRandom,24,,,32761
31,nativeRandom,25,,,32287
31,nativeRandom,26,,,32448
31,nativeRandom,27,,,32363
31,nativeRandom,28,,,32210
31,nativeRandom,29,,,32344
31,nativeRandom,30,,,32306
31,nativeRandom,31,,,32359
31,lcg,,31245,-0.0118,
31,lcg,1,,,37050
31,lcg,2,,,33634
31,lcg,3,,,29247
31,lcg,4,,,31353
31,lcg,5,,,34888
31,lcg,6,,,31426
31,lcg,7,,,36601
31,lcg,8,,,30672
31,lcg,9,,,32393
31,lcg,10,,,30851
31,lcg,11,,,34686
31,lcg,12,,,30304
31,lcg,13,,,34874
31,lcg,14,,,33164
31,lcg,15,,,34007
31,lcg,16,,,31703
31,lcg,17,,,30495
31,lcg,18,,,30760
31,lcg,19,,,33036
31,lcg,20,,,30589
31,lcg,21,,,29616
31,lcg,22,,,32492
31,lcg,23,,,31527
31,lcg,24,,,29143
31,lcg,25,,,31825
31,lcg,26,,,34875
31,lcg,27,,,31709
31,lcg,28,,,29897
31,lcg,29,,,31912
31,lcg,30,,,31535
31,lcg,31,,,33736
31,xorshift,,32217,-0.0009,
31,xorshift,1,,,32601
31,xorshift,2,,,32478
31,xorshift,3,,,32454
31,xorshift,4,,,32383
31,xorshift,5,,,32468
31,xorshift,6,,,31822
31,xorshift,7,,,32175
31,xorshift,8,,,32009
31,xorshift,9,,,32252
31,xorshift,10,,,32349
31,xorshift,11,,,32397
31,xorshift,12,,,32197
31,xorshift,13,,,32543
31,xorshift,14,,,32242
31,xorshift,15,,,32219
31,xorshift,16,,,32286
31,xorshift,17,,,32085
31,xorshift,18,,,32021
31,xorshift,19,,,32087
31,xorshift,20,,,32127
31,xorshift,21,,,32165
31,xorshift,22,,,32654
31,xorshift,23,,,32416
31,xorshift,24,,,31913
31,xorshift,25,,,32114
31,xorshift,26,,,32225
31,xorshift,27,,,32458
31,xorshift,28,,,32281
31,xorshift,29,,,32222
31,xorshift,30,,,32318
31,xorshift,31,,,32039
31,mulberry32,,32337,0.0010,
31,mulberry32,1,,,32298
31,mulberry32,2,,,32337
31,mulberry32,3,,,32134
31,mulberry32,4,,,32147
31,mulberry32,5,,,32101
31,mulberry32,6,,,32254
31,mulberry32,7,,,32236
31,mulberry32,8,,,32523
31,mulberry32,9,,,32204
31,mulberry32,10,,,32106
31,mulberry32,11,,,32277
31,mulberry32,12,,,32331
31,mulberry32,13,,,32349
31,mulberry32,14,,,32445
31,mulberry32,15,,,32534
31,mulberry32,16,,,32540
31,mulberry32,17,,,32234
31,mulberry32,18,,,32465
31,mulberry32,19,,,32326
31,mulberry32,20,,,32253
31,mulberry32,21,,,32055
31,mulberry32,22,,,32247
31,mulberry32,23,,,32351
31,mulberry32,24,,,32437
31,mulberry32,25,,,31898
31,mulberry32,26,,,32401
31,mulberry32,27,,,31972
31,mulberry32,28,,,32300
31,mulberry32,29,,,32224
31,mulberry32,30,,,31700
31,mulberry32,31,,,32321
32,nativeRandom,,31101,-0.0007,
32,nativeRandom,1,,,31233
32,nativeRandom,2,,,31404
32,nativeRandom,3,,,31265
32,nativeRandom,4,,,31039
32,nativeRandom,5,,,31283
32,nativeRandom,6,,,31218
32,nativeRandom,7,,,31265
32,nativeRandom,8,,,31167
32,nativeRandom,9,,,31272
32,nativeRandom,10,,,31552
32,nativeRandom,11,,,31214
32,nativeRandom,12,,,31165
32,nativeRandom,13,,,31365
32,nativeRandom,14,,,31335
32,nativeRandom,15,,,31261
32,nativeRandom,16,,,31505
32,nativeRandom,17,,,31435
32,nativeRandom,18,,,30886
32,nativeRandom,19,,,31070
32,nativeRandom,20,,,31285
32,nativeRandom,21,,,31418
32,nativeRandom,22,,,30962
32,nativeRandom,23,,,31139
32,nativeRandom,24,,,31690
32,nativeRandom,25,,,31213
32,nativeRandom,26,,,31083
32,nativeRandom,27,,,31180
32,nativeRandom,28,,,31181
32,nativeRandom,29,,,31076
32,nativeRandom,30,,,31134
32,nativeRandom,31,,,31488
32,nativeRandom,32,,,31217
32,lcg,,31047,-0.0125,
32,lcg,1,,,36431
32,lcg,2,,,32386
32,lcg,3,,,27897
32,lcg,4,,,30766
32,lcg,5,,,33520
32,lcg,6,,,29709
32,lcg,7,,,35354
32,lcg,8,,,32103
32,lcg,9,,,29706
32,lcg,10,,,30290
32,lcg,11,,,32969
32,lcg,12,,,30560
32,lcg,13,,,32592
32,lcg,14,,,29794
32,lcg,15,,,36012
32,lcg,16,,,32115
32,lcg,17,,,28848
32,lcg,18,,,29431
32,lcg,19,,,32010
32,lcg,20,,,28005
32,lcg,21,,,30182
32,lcg,22,,,32782
32,lcg,23,,,29329
32,lcg,24,,,29721
32,lcg,25,,,28457
32,lcg,26,,,32782
32,lcg,27,,,32016
32,lcg,28,,,31262
32,lcg,29,,,28289
32,lcg,30,,,31820
32,lcg,31,,,30953
32,lcg,32,,,31909
32,xorshift,,31302,0.0006,
32,xorshift,1,,,31219
32,xorshift,2,,,31568
32,xorshift,3,,,31020
32,xorshift,4,,,31214
32,xorshift,5,,,31084
32,xorshift,6,,,31355
32,xorshift,7,,,31271
32,xorshift,8,,,31338
32,xorshift,9,,,30873
32,xorshift,10,,,31389
32,xorshift,11,,,31296
32,xorshift,12,,,31289
32,xorshift,13,,,31450
32,xorshift,14,,,30942
32,xorshift,15,,,31163
32,xorshift,16,,,31101
32,xorshift,17,,,31494
32,xorshift,18,,,31190
32,xorshift,19,,,31397
32,xorshift,20,,,31286
32,xorshift,21,,,31241
32,xorshift,22,,,31528
32,xorshift,23,,,30886
32,xorshift,24,,,31600
32,xorshift,25,,,31308
32,xorshift,26,,,31364
32,xorshift,27,,,30922
32,xorshift,28,,,31225
32,xorshift,29,,,31160
32,xorshift,30,,,30988
32,xorshift,31,,,31518
32,xorshift,32,,,31321
32,mulberry32,,31375,0.0002,
32,mulberry32,1,,,31380
32,mulberry32,2,,,31653
32,mulberry32,3,,,31006
32,mulberry32,4,,,31168
32,mulberry32,5,,,31363
32,mulberry32,6,,,31218
32,mulberry32,7,,,31467
32,mulberry32,8,,,31482
32,mulberry32,9,,,31346
32,mulberry32,10,,,31298
32,mulberry32,11,,,30783
32,mulberry32,12,,,31146
32,mulberry32,13,,,31080
32,mulberry32,14,,,31451
32,mulberry32,15,,,31083
32,mulberry32,16,,,31209
32,mulberry32,17,,,31517
32,mulberry32,18,,,31254
32,mulberry32,19,,,31334
32,mulberry32,20,,,31419
32,mulberry32,21,,,31297
32,mulberry32,22,,,31131
32,mulberry32,23,,,31159
32,mulberry32,24,,,31064
32,mulberry32,25,,,31305
32,mulberry32,26,,,31208
32,mulberry32,27,,,31312
32,mulberry32,28,,,31057
32,mulberry32,29,,,31300
32,mulberry32,30,,,31168
32,mulberry32,31,,,31034
32,mulberry32,32,,,31308
33,nativeRandom,,30193,-0.0026,
33,nativeRandom,1,,,30317
33,nativeRandom,2,,,30451
33,nativeRandom,3,,,30189
33,nativeRandom,4,,,30363
33,nativeRandom,5,,,30618
33,nativeRandom,6,,,30175
33,nativeRandom,7,,,30283
33,nativeRandom,8,,,30267
33,nativeRandom,9,,,30427
33,nativeRandom,10,,,30409
33,nativeRandom,11,,,30400
33,nativeRandom,12,,,30315
33,nativeRandom,13,,,30219
33,nativeRandom,14,,,30298
33,nativeRandom,15,,,30378
33,nativeRandom,16,,,30306
33,nativeRandom,17,,,30232
33,nativeRandom,18,,,30124
33,nativeRandom,19,,,30247
33,nativeRandom,20,,,30175
33,nativeRandom,21,,,30414
33,nativeRandom,22,,,30458
33,nativeRandom,23,,,30502
33,nativeRandom,24,,,30309
33,nativeRandom,25,,,30331
33,nativeRandom,26,,,30218
33,nativeRandom,27,,,30452
33,nativeRandom,28,,,29969
33,nativeRandom,29,,,30021
33,nativeRandom,30,,,30445
33,nativeRandom,31,,,30196
33,nativeRandom,32,,,30133
33,nativeRandom,33,,,30359
33,lcg,,29526,-0.0133,
33,lcg,1,,,35434
33,lcg,2,,,31818
33,lcg,3,,,26275
33,lcg,4,,,28665
33,lcg,5,,,33929
33,lcg,6,,,29063
33,lcg,7,,,34106
33,lcg,8,,,31436
33,lcg,9,,,28098
33,lcg,10,,,30668
33,lcg,11,,,30669
33,lcg,12,,,30297
33,lcg,13,,,29620
33,lcg,14,,,33062
33,lcg,15,,,30206
33,lcg,16,,,32860
33,lcg,17,,,30279
33,lcg,18,,,27526
33,lcg,19,,,30196
33,lcg,20,,,31036
33,lcg,21,,,27905
33,lcg,22,,,27817
33,lcg,23,,,31241
33,lcg,24,,,28759
33,lcg,25,,,28556
33,lcg,26,,,28113
33,lcg,27,,,31039
33,lcg,28,,,30950
33,lcg,29,,,30462
33,lcg,30,,,28090
33,lcg,31,,,30760
33,lcg,32,,,30487
33,lcg,33,,,30578
33,xorshift,,30253,0.0022,
33,xorshift,1,,,30170
33,xorshift,2,,,30111
33,xorshift,3,,,30556
33,xorshift,4,,,30575
33,xorshift,5,,,30382
33,xorshift,6,,,30006
33,xorshift,7,,,30218
33,xorshift,8,,,30423
33,xorshift,9,,,30454
33,xorshift,10,,,30289
33,xorshift,11,,,29868
33,xorshift,12,,,30247
33,xorshift,13,,,30402
33,xorshift,14,,,30367
33,xorshift,15,,,30316
33,xorshift,16,,,30354
33,xorshift,17,,,30109
33,xorshift,18,,,30092
33,xorshift,19,,,30508
33,xorshift,20,,,30488
33,xorshift,21,,,30253
33,xorshift,22,,,30320
33,xorshift,23,,,30368
33,xorshift,24,,,30368
33,xorshift,25,,,30194
33,xorshift,26,,,30232
33,xorshift,27,,,30576
33,xorshift,28,,,30333
33,xorshift,29,,,30196
33,xorshift,30,,,30436
33,xorshift,31,,,30147
33,xorshift,32,,,29982
33,xorshift,33,,,30660
33,mulberry32,,30120,-0.0005,
33,mulberry32,1,,,30470
33,mulberry32,2,,,30409
33,mulberry32,3,,,30251
33,mulberry32,4,,,30067
33,mulberry32,5,,,30080
33,mulberry32,6,,,29934
33,mulberry32,7,,,30456
33,mulberry32,8,,,30154
33,mulberry32,9,,,30572
33,mulberry32,10,,,30180
33,mulberry32,11,,,30349
33,mulberry32,12,,,30397
33,mulberry32,13,,,30115
33,mulberry32,14,,,30593
33,mulberry32,15,,,29982
33,mulberry32,16,,,30123
33,mulberry32,17,,,30660
33,mulberry32,18,,,30515
33,mulberry32,19,,,30395
33,mulberry32,20,,,30217
33,mulberry32,21,,,30287
33,mulberry32,22,,,30562
33,mulberry32,23,,,30313
33,mulberry32,24,,,30341
33,mulberry32,25,,,30338
33,mulberry32,26,,,30469
33,mulberry32,27,,,30417
33,mulberry32,28,,,30087
33,mulberry32,29,,,30303
33,mulberry32,30,,,30182
33,mulberry32,31,,,30481
33,mulberry32,32,,,30119
33,mulberry32,33,,,30182
34,nativeRandom,,29533,0.0011,
34,nativeRandom,1,,,29669
34,nativeRandom,2,,,29487
34,nativeRandom,3,,,29477
34,nativeRandom,4,,,29529
34,nativeRandom,5,,,29504
34,nativeRandom,6,,,29428
34,nativeRandom,7,,,29129
34,nativeRandom,8,,,29377
34,nativeRandom,9,,,29311
34,nativeRandom,10,,,29541
34,nativeRandom,11,,,29295
34,nativeRandom,12,,,29751
34,nativeRandom,13,,,29034
34,nativeRandom,14,,,29608
34,nativeRandom,15,,,29187
34,nativeRandom,16,,,29511
34,nativeRandom,17,,,29341
34,nativeRandom,18,,,29374
34,nativeRandom,19,,,29618
34,nativeRandom,20,,,29247
34,nativeRandom,21,,,29577
34,nativeRandom,22,,,29203
34,nativeRandom,23,,,29330
34,nativeRandom,24,,,29571
34,nativeRandom,25,,,29447
34,nativeRandom,26,,,29628
34,nativeRandom,27,,,29625
34,nativeRandom,28,,,29368
34,nativeRandom,29,,,29267
34,nativeRandom,30,,,29158
34,nativeRandom,31,,,29274
34,nativeRandom,32,,,29346
34,nativeRandom,33,,,29495
34,nativeRandom,34,,,29293
34,lcg,,30089,-0.0127,
34,lcg,1,,,34593
34,lcg,2,,,30671
34,lcg,3,,,26760
34,lcg,4,,,25515
34,lcg,5,,,33420
34,lcg,6,,,30474
34,lcg,7,,,30197
34,lcg,8,,,31051
34,lcg,9,,,28756
34,lcg,10,,,29044
34,lcg,11,,,28284
34,lcg,12,,,32588
34,lcg,13,,,27493
34,lcg,14,,,31833
34,lcg,15,,,27706
34,lcg,16,,,33636
34,lcg,17,,,30200
34,lcg,18,,,27222
34,lcg,19,,,27805
34,lcg,20,,,30011
34,lcg,21,,,27714
34,lcg,22,,,28567
34,lcg,23,,,26947
34,lcg,24,,,29237
34,lcg,25,,,29425
34,lcg,26,,,28278
34,lcg,27,,,27508
34,lcg,28,,,30107
34,lcg,29,,,29632
34,lcg,30,,,28195
34,lcg,31,,,27418
34,lcg,32,,,29342
34,lcg,33,,,30758
34,lcg,34,,,29613
34,xorshift,,29410,-0.0001,
34,xorshift,1,,,29442
34,xorshift,2,,,29404
34,xorshift,3,,,29357
34,xorshift,4,,,29429
34,xorshift,5,,,29576
34,xorshift,6,,,29175
34,xorshift,7,,,29327
34,xorshift,8,,,29620
34,xorshift,9,,,29613
34,xorshift,10,,,29544
34,xorshift,11,,,29438
34,xorshift,12,,,29505
34,xorshift,13,,,29317
34,xorshift,14,,,29222
34,xorshift,15,,,29224
34,xorshift,16,,,29518
34,xorshift,17,,,29137
34,xorshift,18,,,29185
34,xorshift,19,,,29329
34,xorshift,20,,,29635
34,xorshift,21,,,29445
34,xorshift,22,,,29328
34,xorshift,23,,,29491
34,xorshift,24,,,29610
34,xorshift,25,,,29410
34,xorshift,26,,,29387
34,xorshift,27,,,29163
34,xorshift,28,,,29408
34,xorshift,29,,,29218
34,xorshift,30,,,29462
34,xorshift,31,,,29301
34,xorshift,32,,,29777
34,xorshift,33,,,29584
34,xorshift,34,,,29419
34,mulberry32,,29809,-0.0000,
34,mulberry32,1,,,29540
34,mulberry32,2,,,29148
34,mulberry32,3,,,29329
34,mulberry32,4,,,29229
34,mulberry32,5,,,29301
34,mulberry32,6,,,29370
34,mulberry32,7,,,29531
34,mulberry32,8,,,29387
34,mulberry32,9,,,29408
34,mulberry32,10,,,29344
34,mulberry32,11,,,29412
34,mulberry32,12,,,29389
34,mulberry32,13,,,29665
34,mulberry32,14,,,29674
34,mulberry32,15,,,29617
34,mulberry32,16,,,29132
34,mulberry32,17,,,29132
34,mulberry32,18,,,29486
34,mulberry32,19,,,29288
34,mulberry32,20,,,29424
34,mulberry32,21,,,29214
34,mulberry32,22,,,29269
34,mulberry32,23,,,29580
34,mulberry32,24,,,29499
34,mulberry32,25,,,29335
34,mulberry32,26,,,29597
34,mulberry32,27,,,29300
34,mulberry32,28,,,29622
34,mulberry32,29,,,29435
34,mulberry32,30,,,29460
34,mulberry32,31,,,29372
34,mulberry32,32,,,29446
34,mulberry32,33,,,29531
34,mulberry32,34,,,29534
35,nativeRandom,,28390,-0.0028,
35,nativeRandom,1,,,28569
35,nativeRandom,2,,,28542
35,nativeRandom,3,,,28609
35,nativeRandom,4,,,28610
35,nativeRandom,5,,,28611
35,nativeRandom,6,,,28619
35,nativeRandom,7,,,28831
35,nativeRandom,8,,,28458
35,nativeRandom,9,,,28217
35,nativeRandom,10,,,28801
35,nativeRandom,11,,,28468
35,nativeRandom,12,,,28270
35,nativeRandom,13,,,28669
35,nativeRandom,14,,,28632
35,nativeRandom,15,,,28673
35,nativeRandom,16,,,28629
35,nativeRandom,17,,,28952
35,nativeRandom,18,,,28576
35,nativeRandom,19,,,28378
35,nativeRandom,20,,,28526
35,nativeRandom,21,,,28569
35,nativeRandom,22,,,28304
35,nativeRandom,23,,,28609
35,nativeRandom,24,,,28615
35,nativeRandom,25,,,28361
35,nativeRandom,26,,,28827
35,nativeRandom,27,,,28541
35,nativeRandom,28,,,28531
35,nativeRandom,29,,,28542
35,nativeRandom,30,,,28165
35,nativeRandom,31,,,28848
35,nativeRandom,32,,,28517
35,nativeRandom,33,,,28665
35,nativeRandom,34,,,28699
35,nativeRandom,35,,,28567
35,lcg,,27618,-0.0125,
35,lcg,1,,,33152
35,lcg,2,,,30189
35,lcg,3,,,26170
35,lcg,4,,,24936
35,lcg,5,,,31537
35,lcg,6,,,29723
35,lcg,7,,,28194
35,lcg,8,,,33346
35,lcg,9,,,27236
35,lcg,10,,,27612
35,lcg,11,,,27808
35,lcg,12,,,30184
35,lcg,13,,,27152
35,lcg,14,,,30579
35,lcg,15,,,27521
35,lcg,16,,,31141
35,lcg,17,,,30392
35,lcg,18,,,29048
35,lcg,19,,,25405
35,lcg,20,,,27618
35,lcg,21,,,30665
35,lcg,22,,,24468
35,lcg,23,,,27510
35,lcg,24,,,29712
35,lcg,25,,,26467
35,lcg,26,,,28465
35,lcg,27,,,25814
35,lcg,28,,,28763
35,lcg,29,,,29517
35,lcg,30,,,28459
35,lcg,31,,,26838
35,lcg,32,,,27522
35,lcg,33,,,28666
35,lcg,34,,,29336
35,lcg,35,,,28855
35,xorshift,,28408,-0.0003,
35,xorshift,1,,,28508
35,xorshift,2,,,28474
35,xorshift,3,,,28455
35,xorshift,4,,,28720
35,xorshift,5,,,28407
35,xorshift,6,,,28683
35,xorshift,7,,,28351
35,xorshift,8,,,28990
35,xorshift,9,,,28338
35,xorshift,10,,,28732
35,xorshift,11,,,28326
35,xorshift,12,,,28546
35,xorshift,13,,,28519
35,xorshift,14,,,28644
35,xorshift,15,,,28328
35,xorshift,16,,,28436
35,xorshift,17,,,28547
35,xorshift,18,,,28606
35,xorshift,19,,,28477
35,xorshift,20,,,28582
35,xorshift,21,,,28729
35,xorshift,22,,,28478
35,xorshift,23,,,28700
35,xorshift,24,,,28791
35,xorshift,25,,,28802
35,xorshift,26,,,28523
35,xorshift,27,,,28623
35,xorshift,28,,,28472
35,xorshift,29,,,28700
35,xorshift,30,,,28927
35,xorshift,31,,,28569
35,xorshift,32,,,28561
35,xorshift,33,,,28453
35,xorshift,34,,,28335
35,xorshift,35,,,28668
35,mulberry32,,28716,0.0014,
35,mulberry32,1,,,28851
35,mulberry32,2,,,28652
35,mulberry32,3,,,28751
35,mulberry32,4,,,28558
35,mulberry32,5,,,28841
35,mulberry32,6,,,28336
35,mulberry32,7,,,28542
35,mulberry32,8,,,28662
35,mulberry32,9,,,28796
35,mulberry32,10,,,28307
35,mulberry32,11,,,28655
35,mulberry32,12,,,28378
35,mulberry32,13,,,28381
35,mulberry32,14,,,28333
35,mulberry32,15,,,28330
35,mulberry32,16,,,28754
35,mulberry32,17,,,28523
35,mulberry32,18,,,28869
35,mulberry32,19,,,28562
35,mulberry32,20,,,28550
35,mulberry32,21,,,28523
35,mulberry32,22,,,28571
35,mulberry32,23,,,28559
35,mulberry32,24,,,28674
35,mulberry32,25,,,28391
35,mulberry32,26,,,28345
35,mulberry32,27,,,28766
35,mulberry32,28,,,28729
35,mulberry32,29,,,28347
35,mulberry32,30,,,28598
35,mulberry32,31,,,28728
35,mulberry32,32,,,28447
35,mulberry32,33,,,28645
35,mulberry32,34,,,28479
35,mulberry32,35,,,28567
36,nativeRandom,,27837,0.0003,
36,nativeRandom,1,,,27825
36,nativeRandom,2,,,27577
36,nativeRandom,3,,,27760
36,nativeRandom,4,,,27562
36,nativeRandom,5,,,27587
36,nativeRandom,6,,,27837
36,nativeRandom,7,,,27850
36,nativeRandom,8,,,27824
36,nativeRandom,9,,,27651
36,nativeRandom,10,,,27690
36,nativeRandom,11,,,27743
36,nativeRandom,12,,,27791
36,nativeRandom,13,,,27633
36,nativeRandom,14,,,28084
36,nativeRandom,15,,,27864
36,nativeRandom,16,,,27637
36,nativeRandom,17,,,27783
36,nativeRandom,18,,,27841
36,nativeRandom,19,,,27636
36,nativeRandom,20,,,27828
36,nativeRandom,21,,,27600
36,nativeRandom,22,,,28020
36,nativeRandom,23,,,27855
36,nativeRandom,24,,,28144
36,nativeRandom,25,,,27816
36,nativeRandom,26,,,27765
36,nativeRandom,27,,,27674
36,nativeRandom,28,,,27839
36,nativeRandom,29,,,27918
36,nativeRandom,30,,,27721
36,nativeRandom,31,,,27746
36,nativeRandom,32,,,28053
36,nativeRandom,33,,,27973
36,nativeRandom,34,,,27632
36,nativeRandom,35,,,27540
36,nativeRandom,36,,,27701
36,lcg,,25224,-0.0127,
36,lcg,1,,,31910
36,lcg,2,,,30009
36,lcg,3,,,25797
36,lcg,4,,,23891
36,lcg,5,,,30103
36,lcg,6,,,29910
36,lcg,7,,,26644
36,lcg,8,,,31531
36,lcg,9,,,28370
36,lcg,10,,,25509
36,lcg,11,,,27714
36,lcg,12,,,28755
36,lcg,13,,,28567
36,lcg,14,,,26077
36,lcg,15,,,30106
36,lcg,16,,,26658
36,lcg,17,,,32100
36,lcg,18,,,28563
36,lcg,19,,,24937
36,lcg,20,,,26477
36,lcg,21,,,28182
36,lcg,22,,,27897
36,lcg,23,,,26190
36,lcg,24,,,25026
36,lcg,25,,,28767
36,lcg,26,,,26088
36,lcg,27,,,26752
36,lcg,28,,,25219
36,lcg,29,,,27415
36,lcg,30,,,29721
36,lcg,31,,,27239
36,lcg,32,,,25990
36,lcg,33,,,27898
36,lcg,34,,,27512
36,lcg,35,,,28288
36,lcg,36,,,28188
36,xorshift,,27821,-0.0020,
36,xorshift,1,,,27855
36,xorshift,2,,,27600
36,xorshift,3,,,28018
36,xorshift,4,,,27583
36,xorshift,5,,,27712
36,xorshift,6,,,28028
36,xorshift,7,,,27699
36,xorshift,8,,,27779
36,xorshift,9,,,27584
36,xorshift,10,,,27553
36,xorshift,11,,,27563
36,xorshift,12,,,28017
36,xorshift,13,,,27949
36,xorshift,14,,,27723
36,xorshift,15,,,27833
36,xorshift,16,,,27993
36,xorshift,17,,,27777
36,xorshift,18,,,28161
36,xorshift,19,,,27713
36,xorshift,20,,,27711
36,xorshift,21,,,27565
36,xorshift,22,,,27374
36,xorshift,23,,,27923
36,xorshift,24,,,27884
36,xorshift,25,,,27905
36,xorshift,26,,,27650
36,xorshift,27,,,28013
36,xorshift,28,,,27489
36,xorshift,29,,,27863
36,xorshift,30,,,27630
36,xorshift,31,,,27848
36,xorshift,32,,,27681
36,xorshift,33,,,27975
36,xorshift,34,,,27584
36,xorshift,35,,,27805
36,xorshift,36,,,27960
36,mulberry32,,27827,-0.0006,
36,mulberry32,1,,,28015
36,mulberry32,2,,,27761
36,mulberry32,3,,,27740
36,mulberry32,4,,,27969
36,mulberry32,5,,,27670
36,mulberry32,6,,,27944
36,mulberry32,7,,,27751
36,mulberry32,8,,,28027
36,mulberry32,9,,,27783
36,mulberry32,10,,,28061
36,mulberry32,11,,,27724
36,mulberry32,12,,,27769
36,mulberry32,13,,,27922
36,mulberry32,14,,,27907
36,mulberry32,15,,,27657
36,mulberry32,16,,,27641
36,mulberry32,17,,,27612
36,mulberry32,18,,,27787
36,mulberry32,19,,,27592
36,mulberry32,20,,,27649
36,mulberry32,21,,,27785
36,mulberry32,22,,,27891
36,mulberry32,23,,,27710
36,mulberry32,24,,,27975
36,mulberry32,25,,,27702
36,mulberry32,26,,,27726
36,mulberry32,27,,,27613
36,mulberry32,28,,,27871
36,mulberry32,29,,,27660
36,mulberry32,30,,,27663
36,mulberry32,31,,,27493
36,mulberry32,32,,,27937
36,mulberry32,33,,,27802
36,mulberry32,34,,,27725
36,mulberry32,35,,,27714
36,mulberry32,36,,,27752
37,nativeRandom,,26923,-0.0006,
37,nativeRandom,1,,,26789
37,nativeRandom,2,,,26799
37,nativeRandom,3,,,27037
37,nativeRandom,4,,,26947
37,nativeRandom,5,,,27255
37,nativeRandom,6,,,27287
37,nativeRandom,7,,,27122
37,nativeRandom,8,,,27095
37,nativeRandom,9,,,26757
37,nativeRandom,10,,,27134
37,nativeRandom,11,,,26903
37,nativeRandom,12,,,26940
37,nativeRandom,13,,,27404
37,nativeRandom,14,,,27077
37,nativeRandom,15,,,26931
37,nativeRandom,16,,,27065
37,nativeRandom,17,,,26822
37,nativeRandom,18,,,26860
37,nativeRandom,19,,,26869
37,nativeRandom,20,,,26987
37,nativeRandom,21,,,27266
37,nativeRandom,22,,,27063
37,nativeRandom,23,,,27238
37,nativeRandom,24,,,27102
37,nativeRandom,25,,,26980
37,nativeRandom,26,,,27367
37,nativeRandom,27,,,26954
37,nativeRandom,28,,,26946
37,nativeRandom,29,,,27078
37,nativeRandom,30,,,27075
37,nativeRandom,31,,,27096
37,nativeRandom,32,,,26868
37,nativeRandom,33,,,26815
37,nativeRandom,34,,,27105
37,nativeRandom,35,,,27085
37,nativeRandom,36,,,26931
37,nativeRandom,37,,,26951
37,lcg,,27225,-0.0130,
37,lcg,1,,,30968
37,lcg,2,,,29515
37,lcg,3,,,24934
37,lcg,4,,,23594
37,lcg,5,,,28461
37,lcg,6,,,29709
37,lcg,7,,,25429
37,lcg,8,,,30670
37,lcg,9,,,28211
37,lcg,10,,,24172
37,lcg,11,,,27794
37,lcg,12,,,26283
